KEGG_ko,Core_count,Variable_count,Core_norm,Variable_norm,KO_Difference,Z_score,p_value,BH_corrected_p_value,Bonferroni_corrected_p_value,Significant_BH,Significant_Bonferroni,Description,Preferred_name,PFAMs,Group,
ko:K01937,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates,pyrG,"CTP_synth_N,GATase",Ca. Bathyarchaeia cluster 1,
ko:K07569,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,H ACA RNA-protein complex,-,Gar1,Ca. Bathyarchaeia cluster 1,
ko:K02917,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,Belongs to the eukaryotic ribosomal protein eL33 family,rpl35ae,Ribosomal_L35Ae,Ca. Bathyarchaeia cluster 1,
ko:K20616,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,UbiA prenyltransferase family,-,UbiA,Ca. Bathyarchaeia cluster 1,
ko:K09148,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,Protein of unknown function (DUF424),-,DUF424,Ca. Bathyarchaeia cluster 1,
ko:K02034,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,PFAM binding-protein-dependent transport systems inner membrane component,-,"BPD_transp_1,OppC_N",Ca. Bathyarchaeia cluster 1,
ko:K03660,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,8-oxoguanine DNA glycosylase domain protein,-,"HhH-GPD,OGG_N",Ca. Bathyarchaeia cluster 1,
ko:K08302,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,COG0191 Fructose tagatose bisphosphate aldolase,fbaA,F_bP_aldolase,Ca. Bathyarchaeia cluster 1,
ko:K10938,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,Bacterial extracellular solute-binding protein,-,SBP_bac_11,Ca. Bathyarchaeia cluster 1,
ko:K03238,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,eIF-2 functions in the early steps of protein synthesis by forming a ternary complex with GTP and initiator tRNA,eif2b,eIF-5_eIF-2B,Ca. Bathyarchaeia cluster 1,
ko:K00757,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,Uridine phosphorylase,-,PNP_UDP_1,Ca. Bathyarchaeia cluster 1,
ko:K14475,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,PFAM Beta propeller domain,-,"Beta_propel,Inhibitor_I42",Ca. Bathyarchaeia cluster 1,
ko:K05606,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,PFAM Glyoxalase bleomycin resistance protein dioxygenase,mce,Glyoxalase_4,Ca. Bathyarchaeia cluster 1,
ko:K03719,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,PFAM regulatory protein AsnC Lrp family,-,"AsnC_trans_reg,HTH_24",Ca. Bathyarchaeia cluster 1,
ko:K01966,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,PFAM carboxyl transferase,-,Carboxyl_trans,Ca. Bathyarchaeia cluster 1,
ko:K21071,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,6-phosphofructokinase activity,pfkA,PFK,Ca. Bathyarchaeia cluster 1,
ko:K01259,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,Alpha/beta hydrolase family,pepI,Abhydrolase_1,Ca. Bathyarchaeia cluster 1,
ko:K03768,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,-,Pro_isomerase,Ca. Bathyarchaeia cluster 1,
ko:K02440,0,3,-0.133220481,-0.01410334,-0.119117142,-0.823516082,0.410214575,1,1,FALSE,FALSE,TIGRFAM MIP family channel,aqpM,MIP,Ca. Bathyarchaeia cluster 1,
ko:K03389,6,8,-0.000386947,0.117560704,-0.117947652,-0.815430815,0.414825752,1,1,FALSE,FALSE,"heterodisulfide reductase, subunit",-,CCG,Ca. Bathyarchaeia cluster 1,
ko:K03120,6,8,-0.000386947,0.117560704,-0.117947652,-0.815430815,0.414825752,1,1,FALSE,FALSE,General factor that plays a role in the activation of archaeal genes transcribed by RNA polymerase. Binds specifically to the TATA box promoter element which lies close to the position of transcription initiation,-,TBP,Ca. Bathyarchaeia cluster 1,
ko:K03592,6,8,-0.000386947,0.117560704,-0.117947652,-0.815430815,0.414825752,1,1,FALSE,FALSE,Putative modulator of DNA gyrase,tldE2,PmbA_TldD,Ca. Bathyarchaeia cluster 1,
ko:K07466,12,13,0.132446587,0.249224748,-0.116778162,-0.807345547,0.41946743,1,1,FALSE,FALSE,"PFAM nucleic acid binding, OB-fold, tRNA helicase-type",rpa,"Rep_fac-A_C,tRNA_anti-codon",Ca. Bathyarchaeia cluster 1,
ko:K06921,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,"ATPase, AAA superfamily",-,ATPase_2,Ca. Bathyarchaeia cluster 1,
ko:K16789,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,Thiamine transporter protein (Thia_YuaJ),yuaJ,Thia_YuaJ,Ca. Bathyarchaeia cluster 1,
ko:K16927,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,"ECF-type riboflavin transporter, S component",-,"ECF-ribofla_trS,ECF_trnsprt",Ca. Bathyarchaeia cluster 1,
ko:K03827,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,Acetyltransferase (GNAT) domain,yvbK,"Acetyltransf_1,Acetyltransf_10,Acetyltransf_7",Ca. Bathyarchaeia cluster 1,
ko:K00574,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,ubiE/COQ5 methyltransferase family,arsM,Methyltransf_31,Ca. Bathyarchaeia cluster 1,
ko:K06877,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,DNA replication proofreading,polB,"CarbopepD_reg_2,DNA_pol_B,DNA_pol_B_exo1,RNase_H_2",Ca. Bathyarchaeia cluster 1,
ko:K02037,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,probably responsible for the translocation of the substrate across the membrane,pstC,BPD_transp_1,Ca. Bathyarchaeia cluster 1,
ko:K05844,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,Belongs to the RimK family,-,"GSH-S_N,RimK",Ca. Bathyarchaeia cluster 1,
ko:K03709,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,Iron dependent,-,"Fe_dep_repr_C,Fe_dep_repress,FeoA",Ca. Bathyarchaeia cluster 1,
ko:K07755,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,ubiE/COQ5 methyltransferase family,arsM,Methyltransf_31,Ca. Bathyarchaeia cluster 1,
ko:K02336,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,DNA replication proofreading,polB,"CarbopepD_reg_2,DNA_pol_B,DNA_pol_B_exo1,RNase_H_2",Ca. Bathyarchaeia cluster 1,
ko:K02379,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,Required for formate dehydrogenase (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH,fdhD,FdhD-NarQ,Ca. Bathyarchaeia cluster 1,
ko:K07487,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,Transposase,-,"DDE_Tnp_1,DDE_Tnp_1_6,DUF772",Ca. Bathyarchaeia cluster 1,
ko:K01090,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,SMART serine threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase,-,Metallophos,Ca. Bathyarchaeia cluster 1,
ko:K07341,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,PFAM filamentation induced by cAMP protein Fic,-,Fic,Ca. Bathyarchaeia cluster 1,
ko:K05827,0,2,-0.133220481,-0.040436148,-0.092784333,-0.64146427,0.521221087,1,1,FALSE,FALSE,Belongs to the RimK family,-,"GSH-S_N,RimK",Ca. Bathyarchaeia cluster 1,
ko:K04488,6,7,-0.000386947,0.091227896,-0.091614843,-0.633379003,0.526486173,0.601591191,1,FALSE,FALSE,TIGRFAM FeS cluster assembly scaffold protein NifU,nifU,NifU_N,Ca. Bathyarchaeia cluster 1,
ko:K02319,16,15,0.221002276,0.301890366,-0.08088809,-0.55921962,0.576011845,0.656309371,1,FALSE,FALSE,DNA polymerase elongation subunit (Family B),polB2,DNA_pol_B,Ca. Bathyarchaeia cluster 1,
ko:K20534,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.733895519,1,FALSE,FALSE,PFAM Glycosyl transferase family 2,-,Glycos_transf_2,Ca. Bathyarchaeia cluster 1,
ko:K09181,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.732856007,1,FALSE,FALSE,CoA binding domain,acs,"ATP-grasp_5,Acetyltransf_1,Acetyltransf_3,CoA_binding_2,Succ_CoA_lig",Ca. Bathyarchaeia cluster 1,
ko:K02433,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.731819435,1,FALSE,FALSE,amidase activity,-,"Amidase,GvpL_GvpF",Ca. Bathyarchaeia cluster 1,
ko:K07043,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.730785792,1,FALSE,FALSE,Protein of unknown function DUF45,-,"DUF45,WLM",Ca. Bathyarchaeia cluster 1,
ko:K16317,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.729755064,1,FALSE,FALSE,Specifically catalyzes the N1-methylation of pseudouridine at position 54 (Psi54) in tRNAs,trmY,Methyltrn_RNA_2,Ca. Bathyarchaeia cluster 1,
ko:K07218,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.72872724,1,FALSE,FALSE,Periplasmic copper-binding protein (NosD),nosD,NosD,Ca. Bathyarchaeia cluster 1,
ko:K05337,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.727702307,1,FALSE,FALSE,ferredoxin,-,Fer4_15,Ca. Bathyarchaeia cluster 1,
ko:K09694,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.726680254,1,FALSE,FALSE,PFAM ABC-2 type transporter,-,ABC2_membrane,Ca. Bathyarchaeia cluster 1,
ko:K02915,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.725661067,1,FALSE,FALSE,Belongs to the eukaryotic ribosomal protein eL34 family,rpl34e,Ribosomal_L34e,Ca. Bathyarchaeia cluster 1,
ko:K00662,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.724644735,1,FALSE,FALSE,Aminoglycoside 3-N-acetyltransferase,aacC,Antibiotic_NAT,Ca. Bathyarchaeia cluster 1,
ko:K04759,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.723631246,1,FALSE,FALSE,Ferrous iron transport B domain protein,-,"FeoB_C,FeoB_N,Gate",Ca. Bathyarchaeia cluster 1,
ko:K07497,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.722620587,1,FALSE,FALSE,transposase,-,"HTH_28,rve",Ca. Bathyarchaeia cluster 1,
ko:K03741,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.721612748,1,FALSE,FALSE,PFAM low molecular weight phosphotyrosine protein phosphatase,-,LMWPc,Ca. Bathyarchaeia cluster 1,
ko:K09695,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.720607717,1,FALSE,FALSE,PFAM ABC transporter related,-,ABC_tran,Ca. Bathyarchaeia cluster 1,
ko:K03790,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.719605481,1,FALSE,FALSE,Alanine acetyltransferase,yjcK,Acetyltransf_3,Ca. Bathyarchaeia cluster 1,
ko:K22226,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.718606029,1,FALSE,FALSE,PFAM Radical SAM,-,"Fer4_12,Radical_SAM,SPASM",Ca. Bathyarchaeia cluster 1,
ko:K01406,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.717609349,1,FALSE,FALSE,regulation of response to stimulus,inlA,"LRR_4,Strep_his_triad",Ca. Bathyarchaeia cluster 1,
ko:K01426,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.71661543,1,FALSE,FALSE,amidase activity,-,"Amidase,GvpL_GvpF",Ca. Bathyarchaeia cluster 1,
ko:K01456,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.715624261,1,FALSE,FALSE,"Specifically deglycosylates the denatured form of N- linked glycoproteins in the cytoplasm and assists their proteasome-mediated degradation. Cleaves the beta-aspartyl- glucosamine (GlcNAc) of the glycan and the amide side chain of Asn, converting Asn to Asp. Prefers proteins containing high- mannose over those bearing complex type oligosaccharides. Can recognize misfolded proteins in the endoplasmic reticulum that are exported to the cytosol to be destroyed and deglycosylate them, while it has no activity toward native proteins. Deglycosylation is a prerequisite for subsequent proteasome-mediated degradation of some, but not all, misfolded glycoproteins",PNG1,"Lectin_legB,Rad4,Transglut_core",Ca. Bathyarchaeia cluster 1,
ko:K01297,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.71463583,1,FALSE,FALSE,LD-carboxypeptidase,-,Peptidase_S66,Ca. Bathyarchaeia cluster 1,
ko:K06897,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.713650125,1,FALSE,FALSE,PFAM beta-lactamase domain protein,-,Lactamase_B,Ca. Bathyarchaeia cluster 1,
ko:K07075,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.712667136,1,FALSE,FALSE,DNA polymerase beta domain protein region,-,NTP_transf_2,Ca. Bathyarchaeia cluster 1,
ko:K01247,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.711686851,1,FALSE,FALSE,endonuclease III,-,HhH-GPD,Ca. Bathyarchaeia cluster 1,
ko:K11261,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.710709259,1,FALSE,FALSE,"PFAM formylmethanofuran dehydrogenase, subunit E region",-,"FmdE,zf-dskA_traR",Ca. Bathyarchaeia cluster 1,
ko:K01179,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.709734349,1,FALSE,FALSE,"domain, Protein",-,"SGL,SLH",Ca. Bathyarchaeia cluster 1,
ko:K01153,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.70876211,1,FALSE,FALSE,"Subunit R is required for both nuclease and ATPase activities, but not for modification",hsdR,"DUF3387,HSDR_N,ResIII",Ca. Bathyarchaeia cluster 1,
ko:K06930,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.707792532,1,FALSE,FALSE,DNA binding protein,-,HTH_10,Ca. Bathyarchaeia cluster 1,
ko:K03284,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.706825602,1,FALSE,FALSE,Mediates influx of magnesium ions,corA,CorA,Ca. Bathyarchaeia cluster 1,
ko:K07069,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.705861311,1,FALSE,FALSE,nucleic-acid-binding protein containing a Zn-ribbon domain,ypzJ,zinc_ribbon_13,Ca. Bathyarchaeia cluster 1,
ko:K02036,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.704899647,1,FALSE,FALSE,Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system,pstB,ABC_tran,Ca. Bathyarchaeia cluster 1,
ko:K02038,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.703940599,1,FALSE,FALSE,inorganic phosphate transmembrane transporter activity,pstA,BPD_transp_1,Ca. Bathyarchaeia cluster 1,
ko:K02039,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.702984158,1,FALSE,FALSE,PhoU domain,-,PhoU,Ca. Bathyarchaeia cluster 1,
ko:K02040,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.702030313,1,FALSE,FALSE,"TIGRFAM phosphate ABC transporter, phosphate-binding protein",-,PBP_like_2,Ca. Bathyarchaeia cluster 1,
ko:K10447,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.701079052,1,FALSE,FALSE,Kelch,-,Kelch_1,Ca. Bathyarchaeia cluster 1,
ko:K00960,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.700130366,1,FALSE,FALSE,-,-,-,Ca. Bathyarchaeia cluster 1,
ko:K05996,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.699184244,1,FALSE,FALSE,metallocarboxypeptidase activity,scpD,"P_proprotein,Peptidase_M14",Ca. Bathyarchaeia cluster 1,
ko:K09927,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.698240676,1,FALSE,FALSE,Winged helix DNA-binding domain,-,HTH_42,Ca. Bathyarchaeia cluster 1,
ko:K00799,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.69729965,1,FALSE,FALSE,Protein of unknown function (DUF952),-,"DUF952,GST_C_2,GST_N_3",Ca. Bathyarchaeia cluster 1,
ko:K06039,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.696361158,1,FALSE,FALSE,Part of a sulfur-relay system required for 2-thiolation of 5-methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at tRNA wobble positions. Accepts sulfur from TusA and transfers it in turn to TusE,ychN,DrsE,Ca. Bathyarchaeia cluster 1,
ko:K00845,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.695425189,1,FALSE,FALSE,COG1940 Transcriptional regulator sugar kinase,glcK,ROK,Ca. Bathyarchaeia cluster 1,
ko:K07722,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.694491732,1,FALSE,FALSE,"Ribbon-helix-helix protein, copG family",nikR1,"NikR_C,RHH_1",Ca. Bathyarchaeia cluster 1,
ko:K05970,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.693560778,1,FALSE,FALSE,"domain, Protein",-,"SGL,SLH",Ca. Bathyarchaeia cluster 1,
ko:K09992,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.692632317,1,FALSE,FALSE,Trehalose utilisation,-,"CBM_6,F5_F8_type_C,GSDH,Glyco_hydro_99,PKD,ThuA",Ca. Bathyarchaeia cluster 1,
ko:K07111,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.691706338,1,FALSE,FALSE,Transglutaminase-like domain,-,DUF553,Ca. Bathyarchaeia cluster 1,
ko:K21449,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.690782831,1,FALSE,FALSE,"domain, Protein",-,"SGL,SLH",Ca. Bathyarchaeia cluster 1,
ko:K01551,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.689861787,1,FALSE,FALSE,Anion-transporting ATPase,-,ArsA_ATPase,Ca. Bathyarchaeia cluster 1,
ko:K00946,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.688943197,1,FALSE,FALSE,"Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1",thiL,"AIRS,AIRS_C",Ca. Bathyarchaeia cluster 1,
ko:K12992,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.688027049,1,FALSE,FALSE,"Glycosyltransferase, group 2 family protein",-,Glycos_transf_2,Ca. Bathyarchaeia cluster 1,
ko:K09145,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.687113334,1,FALSE,FALSE,Protein of unknown function (DUF402),-,DUF402,Ca. Bathyarchaeia cluster 1,
ko:K13730,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.686202043,1,FALSE,FALSE,regulation of response to stimulus,inlA,"LRR_4,Strep_his_triad",Ca. Bathyarchaeia cluster 1,
ko:K14274,0,1,-0.133220481,-0.066768957,-0.066451524,-0.459412459,0.645938003,0.685293166,1,FALSE,FALSE,"domain, Protein",-,"SGL,SLH",Ca. Bathyarchaeia cluster 1,
ko:K10947,6,6,-0.000386947,0.064895087,-0.065282034,-0.451327191,0.65175375,0.682424515,1,FALSE,FALSE,"Transcriptional regulator, PadR family",-,PadR,Ca. Bathyarchaeia cluster 1,
ko:K01537,6,6,-0.000386947,0.064895087,-0.065282034,-0.451327191,0.65175375,0.681533621,1,FALSE,FALSE,"Cation transporter/ATPase, N-terminus",-,"Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3",Ca. Bathyarchaeia cluster 1,
ko:K04043,6,6,-0.000386947,0.064895087,-0.065282034,-0.451327191,0.65175375,0.680645051,1,FALSE,FALSE,Heat shock 70 kDa protein,dnaK,HSP70,Ca. Bathyarchaeia cluster 1,
ko:K03789,6,6,-0.000386947,0.064895087,-0.065282034,-0.451327191,0.65175375,0.679758794,1,FALSE,FALSE,TIGRFAM ribosomal-protein-alanine acetyltransferase,-,Acetyltransf_1,Ca. Bathyarchaeia cluster 1,
ko:K00175,12,11,0.132446587,0.196559131,-0.064112544,-0.443241923,0.657590758,0.684954743,1,FALSE,FALSE,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",-,TPP_enzyme_C,Ca. Bathyarchaeia cluster 1,
ko:K00820,6,5,-0.000386947,0.038562278,-0.038949225,-0.269275379,0.787717777,0.816250892,1,FALSE,FALSE,"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source",glmS,"GATase_6,SIS",Ca. Bathyarchaeia cluster 1,
ko:K00762,6,5,-0.000386947,0.038562278,-0.038949225,-0.269275379,0.787717777,0.815196304,1,FALSE,FALSE,"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)",pyrE,Pribosyltran,Ca. Bathyarchaeia cluster 1,
ko:K00266,6,5,-0.000386947,0.038562278,-0.038949225,-0.269275379,0.787717777,0.814144438,1,FALSE,FALSE,PFAM FAD-dependent pyridine nucleotide-disulphide oxidoreductase,gltA,"Fer4_20,Pyr_redox_2",Ca. Bathyarchaeia cluster 1,
ko:K01872,6,5,-0.000386947,0.038562278,-0.038949225,-0.269275379,0.787717777,0.813095283,1,FALSE,FALSE,Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain,alaS,"DHHA1,tRNA-synt_2c,tRNA_SAD",Ca. Bathyarchaeia cluster 1,
ko:K01439,6,5,-0.000386947,0.038562278,-0.038949225,-0.269275379,0.787717777,0.812048828,1,FALSE,FALSE,Peptidase family M20/M25/M40,-,"M20_dimer,Peptidase_M20,Peptidase_M28,Peptidase_M42",Ca. Bathyarchaeia cluster 1,
ko:K16150,6,5,-0.000386947,0.038562278,-0.038949225,-0.269275379,0.787717777,0.811005064,1,FALSE,FALSE,"PFAM Glycosyl transferase, group 1",-,"Glyco_transf_4,Glycos_transf_1",Ca. Bathyarchaeia cluster 1,
ko:K15449,6,5,-0.000386947,0.038562278,-0.038949225,-0.269275379,0.787717777,0.809963979,1,FALSE,FALSE,Component of the wyosine derivatives biosynthesis pathway that catalyzes the condensation of N-methylguanine with 2 carbon atoms from pyruvate to form the tricyclic 4-demethylwyosine (imG-14) on guanosine-37 of tRNA(Phe),taw1,"Radical_SAM,Wyosine_form",Ca. Bathyarchaeia cluster 1,
ko:K04479,6,5,-0.000386947,0.038562278,-0.038949225,-0.269275379,0.787717777,0.808925564,1,FALSE,FALSE,"Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis",dbh,"IMS,IMS_C,IMS_HHH",Ca. Bathyarchaeia cluster 1,
